steering,throttle,brake,speed
-0.2,0.3131733,0.0,7.860235
-0.2,0.0,0.0,16.36251
0.2,0.0,0.0,10.26984
0.2020286,0.0,0.0,7.058374
0.4922819,0.0,0.0,9.094969
-0.2,0.0,0.0,9.563401
-0.2,0.0,0.0,8.558262
-0.2,0.07909763,0.0,9.724113
0.0,0.0,0.0,12.17794
0.1212602,0.0,0.0,11.41291
-0.2,0.0,0.0,11.37284
-0.2,0.0,0.0,7.430885
0.1832668,0.0,0.0,10.69378
-0.2,0.0,0.0,8.75211
0.9140761,0.0,0.0,9.408545
-0.2,1.0,0.0,16.51748
-0.08107603,0.0,0.0,8.100482
-0.2,0.0,0.0,20.31004
-0.2,0.248316,0.0,6.376252
0.10350485000000001,0.0,0.0,9.619261
0.2,0.0,0.0,5.977165
-0.5619332,0.0,0.0,7.816391
-0.18429079999999998,0.0,0.0,10.48428
0.0,0.7066981,0.0,14.49626
0.2334911,0.0,0.0,7.257215
0.2,0.0,0.0,7.883831
-0.8742867999999999,0.0,0.0,6.839776
-0.2,0.0,0.8158152,2.499474
0.0,0.0,0.0,8.700104
0.34323780000000004,0.0,0.0,11.8701
-0.6816269,0.0,0.0,5.611064
-0.2,0.3467638,0.0,13.97084
-0.4418029,0.0,0.0,7.835083
0.4702824,0.0,0.0,7.600605
-0.2,0.0,0.0,7.295796
-0.2,0.0,0.0,8.979781
0.2,0.1470026,0.0,10.66847
-0.2,0.1777081,0.0,6.457135
0.15994675000000003,0.0,0.0,8.203896
0.2,0.0,0.0,13.92556
-0.2,0.0,0.0,10.31577
-0.2,0.496365,0.0,7.248733
0.2,0.0,0.0,21.36172
-1.0726667,0.0,0.0,5.931834
0.0,0.5753192,0.0,12.71335
-0.0,0.4427561,0.0,28.01043
-0.991684,0.0,0.0,11.88969
0.2,0.7348169,0.0,15.34322
-0.5014552999999999,0.0,0.0,12.29151
-0.2,0.3276901,0.0,9.136543
-0.0,0.1816109,0.0,9.030383
0.2,0.1530089,0.0,8.852286
0.10924443000000002,0.0,0.0,7.731087
0.2,0.432705,0.0,8.445249
-0.2,0.0,0.0,10.55536
-0.9411778,0.0,0.0,6.743122
-0.12074209999999996,0.0,0.0,14.23087
-0.106549,0.0,0.0,15.54352
0.2,0.66813,0.0,8.474729
0.24205309999999997,0.0,0.0,10.81837
0.210619,0.0,0.0,9.157574
-0.04813743,0.0,0.0,8.314226
0.2,0.282648,0.0,11.11063
-0.2,0.0,0.0,7.897902
0.6158268,0.0,0.0,11.31548
0.2,0.0,0.0,10.10808
0.0,0.3444389,0.0,10.07229
0.2,0.0,0.0,11.25025
-0.2,0.0,0.0,7.048618
0.0,0.9869281,0.0,17.30672
-0.2,0.0,0.0,10.37542
-0.4921439,0.0,0.0,9.98364
-0.24046879999999998,0.0,0.0,10.26574
-0.0,0.0,0.0,8.080393
0.2,0.0,0.0,8.891499
0.3207421,0.0,0.0,14.23087
-0.2,0.1335028,0.0,11.75424
0.5528348999999999,0.0,0.0,4.733825
0.2,0.0,0.0,22.42182
-0.0,0.131307,0.0,6.631264
-0.2,0.3117657,0.0,11.31597
-0.2,0.0,0.0,8.401322
-0.2,0.5800959,0.0,16.10787
-0.2,0.0,0.0,10.71001
0.2467237,0.0,0.0,7.45981
0.2,0.0,0.0,13.55539
0.0,0.1522801,0.0,7.257206
-0.2129459,0.0,0.0,9.779983
-0.2,0.0,0.0,13.53287
-0.06671280000000002,0.0,0.0,7.760675
-0.2,0.1517519,0.0,10.90737
0.2,0.149781,0.0,16.74268
-0.2,0.0,0.0,8.321218
-0.2,0.1551089,0.0,7.73861
0.2,0.0,0.0,11.72163
0.2,0.0,0.0,9.882649
-0.0,0.0,0.0,11.06511
0.2,0.1790071,0.0,9.364882
0.2,0.0,0.0,6.895213
0.2,0.0,0.0,16.43991
-0.0,0.0,0.0,8.657112
-0.2,0.0,0.0,9.959307
0.2,0.0,0.0,17.21091
-0.3181613,0.0,0.0,11.94153
0.2,0.0,0.0,12.38552
-0.086623,0.0,0.0,8.165383
-0.06969666,0.0,0.0,8.362679
0.0,0.0,0.0,12.58193
0.1532968,0.0,0.0,8.043796
-0.0,0.0,0.0,8.620859
0.2,0.0,0.0,16.35836
0.4452347,0.0,0.0,5.826306
-0.2,0.0,0.0,9.545591
0.2,0.4025699,0.0,8.542807
0.2,0.0,0.0,8.541234
-0.2,0.0,0.0,14.22472
-0.23766537000000001,0.0,0.0,7.68536
0.3080837,0.0,0.0,10.92766
0.2,0.05900073,0.0,10.34017
